Batting Average (bin),height weight ratio,HR is 0,Highest BA,BA is 0,Search for name BA,Search for name HR,Right Handed,Home Runs,Home Runs ,Home Runs (bins of 20),Number of Players,Weight ranges (pounds),Weight (lb) ,Batting Average,Handedness,Height (inches),Name,Weight
0.00,0.429411765,True,False,True,True,True,True,0,0,0,1,170,170,0,Right,73,Tom Brown,170
0.12,0.401098901,False,False,False,True,True,True,4,0,0,1,180,180,0.13,Right,73,Denny Lemaster,182
0.26,0.405714286,False,False,False,True,True,False,27,20,20,1,175,175,0.263,Left,71,Joe Nolan,175
0.24,0.394285714,False,False,False,True,True,False,16,10,0,1,175,175,0.25,Left,69,Denny Doyle,175
0.26,0.466666667,False,False,False,True,True,True,138,130,120,1,150,150,0.275,Right,70,Jose Cardenal,150
0.19,0.360975610,False,False,False,True,True,True,28,20,20,1,205,205,0.193,Right,74,Mike Ryan,205
0.15,0.389189189,False,False,False,True,True,False,2,0,0,1,185,185,0.159,Both,72,Fritz Peterson,185
0.24,0.36,False,False,False,True,True,True,10,10,0,1,200,200,0.25,Right,72,Dick Bertell,200
0.24,0.405555556,False,False,False,True,True,True,6,0,0,1,180,180,0.241,Right,73,Rod Kanehl,180
0.00,0.379487179,True,False,True,True,True,True,0,0,0,1,195,195,0,Right,74,Ozzie Osborn,195
0.00,0.394594595,True,False,True,True,True,False,0,0,0,1,185,185,0,Left,73,John LaRose,185
0.00,0.384615385,True,False,True,True,True,True,0,0,0,1,195,195,0,Right,75,Jeff Byrd,195
0.24,0.405882353,False,False,False,True,True,True,7,0,0,1,170,170,0.256,Right,69,Juan Bonilla,170
0.24,0.383783784,False,False,False,True,True,False,6,0,0,1,185,185,0.241,Left,71,Frank Tepedino,185
0.00,0.417142857,True,False,True,True,True,False,0,0,0,1,175,175,0,Left,73,Jerry Kutzler,175
0.19,0.405555556,False,False,False,True,True,True,15,10,0,1,180,180,0.195,Right,73,Rick Wise,180
0.24,0.37,False,False,False,True,True,False,414,410,400,1,200,200,0.248,Left,74,Darrell Evans,200
0.22,0.368421053,False,False,False,True,True,True,58,50,40,1,190,190,0.225,Right,70,Buck Martinez,190
0.26,0.378947368,False,False,False,True,True,True,86,80,80,1,190,190,0.262,Right,72,John Wockenfuss,190
0.24,0.393442623,False,False,False,True,True,False,75,70,60,1,180,180,0.246,Left,72,Tommy McCraw,183
0.00,0.405405405,True,False,True,True,True,False,0,0,0,1,185,185,0,Both,75,Jeff Barkley,185
0.00,0.384210526,True,False,True,True,True,True,0,0,0,1,190,190,0,Right,73,Eric Wilkins,190
0.00,0.358139535,True,False,True,True,True,False,0,0,0,1,215,215,0,Left,77,Britt Burns,215
0.28,0.417142857,False,False,False,True,True,True,91,90,80,1,175,175,0.286,Right,73,Lee Lacy,175
0.29,0.369791667,False,True,False,True,True,False,160,160,160,1,190,190,0.303,Both,71,Pete Rose,192
0.21,0.369230769,False,False,False,True,True,True,28,20,20,1,195,195,0.223,Right,72,Danny Walton,195
0.22,0.394444444,False,False,False,True,True,True,9,0,0,1,180,180,0.225,Right,71,Bobby Cox,180
0.22,0.423529412,False,False,False,True,True,True,6,0,0,1,170,170,0.231,Right,72,Brad Wellman,170
0.22,0.344186047,False,False,False,True,True,True,63,60,60,1,215,215,0.224,Right,74,Jeff Newman,215
0.24,0.409090909,False,False,False,True,True,True,8,0,0,1,175,175,0.244,Right,72,Pedro Gonzalez,176
0.00,0.383419689,True,False,True,True,True,False,0,0,0,1,190,190,0,Both,74,Nardi Contreras,193
0.22,0.389473684,False,False,False,True,True,True,12,10,0,1,190,190,0.226,Right,74,Tommie Reynolds,190
0.28,0.405882353,False,False,False,True,True,True,5,0,0,1,170,170,0.277,Right,69,Gene Clines,170
0.24,0.390625,False,False,False,True,True,True,159,150,140,1,190,190,0.252,Right,75,Jim Hickman,192
0.10,0.389743590,True,False,False,True,True,True,0,0,0,1,195,195,0.111,Right,76,Jack Billingham,195
0.21,0.383783784,False,False,False,True,True,True,22,20,20,1,185,185,0.22,Right,71,Jerry Buchek,185
0.24,0.405714286,False,False,False,True,True,True,21,20,20,1,175,175,0.254,Right,71,Ivan DeJesus,175
0.14,0.375634518,False,False,False,True,True,True,1,0,0,1,195,195,0.138,Right,74,Gary Nolan,197
0.00,0.394594595,True,False,True,True,True,True,0,0,0,1,185,185,0,Right,73,Gil Patterson,185
0.24,0.384210526,False,False,False,True,True,False,108,100,100,1,190,190,0.253,Left,73,Fred Whitfield,190
0.12,0.353488372,False,False,False,True,True,True,4,0,0,1,215,215,0.136,Right,76,Larry Dierker,215
0.24,0.37,False,False,False,True,True,True,3,0,0,1,200,200,0.241,Right,74,Dave Skaggs,200
0.17,0.394736842,False,False,False,True,True,True,1,0,0,1,190,190,0.183,Right,75,Dick Ruthven,190
0.00,0.384615385,True,False,True,True,True,False,0,0,0,1,195,195,0,Left,75,Jerry Garvin,195
0.00,0.4,True,False,True,True,True,True,0,0,0,1,185,185,0,Right,74,Steve Eddy,185
0.22,0.371428571,False,False,False,True,True,True,442,440,440,1,210,210,0.236,Right,78,Dave Kingman,210
0.26,0.379679144,False,False,False,True,True,True,102,100,100,1,185,185,0.264,Right,71,Eric Soderholm,187
0.00,0.35,True,False,True,True,True,False,0,0,0,1,220,220,0,Left,77,Kevin Mmahat,220
0.22,0.423529412,False,False,False,True,True,True,60,60,60,1,170,170,0.224,Right,72,Ed Brinkman,170
0.22,0.405714286,False,False,False,True,True,False,61,60,60,1,175,175,0.239,Left,71,Wayne Garrett,175
0.26,0.411111111,False,False,False,True,True,False,7,0,0,1,180,180,0.259,Left,74,Tony Muser,180
0.00,0.38,True,False,True,True,True,True,0,0,0,1,200,200,0,Right,76,Jim Siwy,200
0.00,0.357142857,True,False,True,True,True,True,0,0,0,1,210,210,0,Right,75,Bud Anderson,210
0.21,0.388888889,False,False,False,True,True,True,17,10,0,1,180,180,0.219,Right,70,Ted Ford,180
0.00,0.378947368,True,False,True,True,True,False,0,0,0,1,190,190,0,Left,72,Kevin Stanfield,190
0.24,0.4,False,False,False,True,True,False,9,0,0,1,180,180,0.248,Left,72,Jim Lyttle,180
0.00,0.410810811,True,False,True,True,True,True,0,0,0,1,185,185,0,Right,76,John Butcher,185
0.00,0.374358974,True,False,True,True,True,True,0,0,0,1,195,195,0,Right,73,Jerry Ujdur,195
0.26,0.384615385,False,False,False,True,True,False,5,0,0,1,195,195,0.262,Left,75,Scot Thompson,195
0.26,0.424242424,False,False,False,True,True,False,9,0,0,1,165,165,0.274,Left,70,Gene Locklear,165
0.24,0.383783784,False,False,False,True,True,True,87,80,80,1,185,185,0.255,Right,71,Bo Diaz,185
0.26,0.401162791,False,False,False,True,True,False,36,30,20,1,170,170,0.266,Both,69,Bump Wills,172
0.00,0.370731707,True,False,True,True,True,True,0,0,0,1,205,205,0,Right,76,Brian Denman,205
0.24,0.351219512,False,False,False,True,True,False,63,60,60,1,205,205,0.255,Left,72,Pat Putnam,205
0.22,0.4,False,False,False,True,True,True,27,20,20,1,180,180,0.236,Right,72,Kurt Bevacqua,180
0.00,0.375,True,False,True,True,True,False,0,0,0,1,200,200,0,Left,75,Bob Fallon,200
0.22,0.394594595,False,False,False,True,True,True,24,20,20,1,185,185,0.23,Right,73,Syd O'Brien,185
0.28,0.374358974,False,False,False,True,True,False,185,180,180,1,195,195,0.279,Left,73,Chris Chambliss,195
0.22,0.394594595,False,False,False,True,True,False,21,20,20,1,185,185,0.225,Left,73,Tom Satriano,185
0.26,0.37,False,False,False,True,True,True,144,140,140,1,200,200,0.266,Right,74,Jeffrey Leonard,200
0.21,0.452229299,False,False,False,True,True,True,6,0,0,1,155,155,0.217,Right,71,Dal Maxvill,157
0.00,0.359447005,True,False,True,True,True,True,0,0,0,1,215,215,0,Right,78,Steve Curry,217
0.28,0.445161290,False,False,False,True,True,True,46,40,40,1,155,155,0.278,Right,69,Cesar Tovar,155
0.10,0.429411765,True,False,False,True,True,False,0,0,0,1,170,170,0.11,Both,73,Mickey Lolich,170
0.00,0.411111111,True,False,True,True,True,False,0,0,0,1,180,180,0,Both,74,Ray Chadwick,180
0.21,0.411428571,False,False,False,True,True,True,9,0,0,1,175,175,0.211,Right,72,Jack Heidemann,175
0.26,0.378378378,False,False,False,True,True,True,77,70,60,1,185,185,0.269,Right,70,Rich Rollins,185
0.24,0.346491228,False,False,False,True,True,False,41,40,40,1,225,225,0.256,Left,79,Walt Bond,228
0.26,0.368421053,False,False,False,True,True,True,66,60,60,1,190,190,0.271,Right,70,Merv Rettenmund,190
0.00,0.340807175,True,False,True,True,True,True,0,0,0,1,220,220,0,Right,76,Bryan Clutterbuck,223
0.22,0.389473684,False,False,False,True,True,True,30,30,20,1,190,190,0.236,Right,74,Byron Browne,190
0.21,0.411428571,False,False,False,True,True,True,18,10,0,1,175,175,0.216,Right,72,Hector Torres,175
0.26,0.4,False,False,False,True,True,True,33,30,20,1,165,165,0.27,Right,66,Walt Williams,165
0.10,0.360975610,False,False,False,True,True,True,2,0,0,1,205,205,0.119,Right,74,Jerry Koosman,205
0.22,0.411428571,False,False,False,True,True,True,20,20,20,1,175,175,0.233,Right,72,Steve Lombardozzi,175
0.24,0.378947368,False,False,False,True,True,True,50,50,40,1,190,190,0.252,Right,72,Joe Azcue,190
0.26,0.394444444,False,False,False,True,True,True,18,10,0,1,180,180,0.261,Right,71,Elliott Maddox,180
0.24,0.411111111,False,False,False,True,True,False,37,30,20,1,180,180,0.252,Left,74,Omar Moreno,180
0.24,0.417142857,False,False,False,True,True,True,78,70,60,1,175,175,0.257,Right,73,Julian Javier,175
0.00,0.45625,True,False,True,True,True,False,0,0,0,1,160,160,0,Left,73,Tony Ferreira,160
0.22,0.43125,False,False,False,True,True,True,4,0,0,1,160,160,0.232,Right,69,Elio Chacon,160
0.21,0.4,False,False,False,True,True,False,35,30,20,1,175,175,0.212,Both,70,Rusty Torres,175
0.26,0.389189189,False,False,False,True,True,True,46,40,40,1,185,185,0.26,Right,72,John Stearns,185
0.22,0.4375,False,False,False,True,True,True,47,40,40,1,160,160,0.233,Right,70,Larry Brown,160
0.17,0.436363636,False,False,False,True,True,True,4,0,0,1,165,165,0.18,Right,72,Tommy Dean,165
0.00,0.390625,True,False,True,True,True,False,0,0,0,1,190,190,0,Left,75,Bryan Oelkers,192
0.00,0.379487179,True,False,True,True,True,False,0,0,0,1,195,195,0,Left,74,Kevin Bearse,195
0.24,0.423529412,True,False,False,True,True,False,0,0,0,1,170,170,0.243,Both,72,Marty Martinez,170
0.26,0.4,False,False,False,True,True,False,10,10,0,1,185,185,0.263,Left,74,Bruce Boisclair,185
0.28,0.361904762,False,False,False,True,True,False,246,240,240,1,210,210,0.282,Both,76,Ken Singleton,210
0.24,0.430303030,False,False,False,True,True,True,160,160,160,1,165,165,0.255,Right,71,Frank White,165
0.22,0.368421053,False,False,False,True,True,False,7,0,0,1,190,190,0.235,Left,70,Jim Fairey,190
0.00,0.411428571,True,False,True,True,True,True,0,0,0,1,175,175,0,Right,72,Jose Roman,175
0.24,0.424242424,False,False,False,True,True,True,71,70,60,1,165,165,0.246,Right,70,Tom Brookens,165
0.24,0.405555556,False,False,False,True,True,False,61,60,60,1,180,180,0.249,Left,73,Gary Thomasson,180
0.00,0.405555556,True,False,True,True,True,True,0,0,0,1,180,180,0,Right,73,Mike Trujillo,180
0.00,0.4,True,False,True,True,True,True,0,0,0,1,190,190,0,Right,76,Albert Williams,190
0.00,0.441860465,True,False,True,True,True,True,0,0,0,1,170,170,0,Right,76,Oswaldo Peraza,172
0.24,0.423529412,False,False,False,True,True,True,78,70,60,1,170,170,0.251,Right,72,Otto Velez,170
0.24,0.439024390,False,False,False,True,True,False,17,10,0,1,160,160,0.249,Both,72,Tony Scott,164
0.17,0.430303030,False,False,False,True,True,True,15,10,0,1,165,165,0.175,Right,71,Ray Oyler,165
0.00,0.366666667,True,False,True,True,True,True,0,0,0,1,210,210,0,Right,77,Barry Cort,210
0.28,0.394285714,False,False,False,True,True,False,67,60,60,1,175,175,0.283,Left,69,Floyd Robinson,175
0.21,0.394444444,False,False,False,True,True,False,5,0,0,1,180,180,0.21,Both,71,Steve Jeltz,180
0.29,0.417647059,False,False,False,True,True,False,149,140,140,1,170,170,0.293,Left,71,Lou Brock,170
0.00,0.4375,True,False,True,True,True,True,0,0,0,1,160,160,0,Right,70,Bill Wilkinson,160
0.21,0.389189189,False,False,False,True,True,False,4,0,0,1,185,185,0.216,Both,72,Joe Lovitto,185
0.00,0.361904762,True,False,True,True,True,True,0,0,0,1,210,210,0,Right,76,Mike Loynd,210
0.22,0.4,False,False,False,True,True,True,16,10,0,1,175,175,0.229,Right,70,Wayne Comer,175
0.26,0.405714286,False,False,False,True,True,False,32,30,20,1,175,175,0.272,Both,71,Dave Collins,175
0.22,0.394444444,False,False,False,True,True,True,39,30,20,1,180,180,0.238,Right,71,Ed Spiezio,180
0.24,0.411428571,False,False,False,True,True,True,210,210,200,1,175,175,0.251,Right,72,Rico Petrocelli,175
0.22,0.386243386,False,False,False,True,True,False,22,20,20,1,185,185,0.227,Left,73,Johnny Lewis,189
0.21,0.431818182,False,False,False,True,True,True,15,10,0,1,175,175,0.207,Right,76,Dick Simpson,176
0.24,0.423529412,False,False,False,True,True,False,31,30,20,1,170,170,0.248,Left,72,Ken Boswell,170
0.24,0.394736842,False,False,False,True,True,True,156,150,140,1,190,190,0.248,Right,75,Ken McMullen,190
0.00,0.394594595,True,False,True,True,True,False,0,0,0,1,185,185,0,Both,73,Randy Scarbery,185
0.21,0.360975610,False,False,False,True,True,True,20,20,20,1,205,205,0.216,Right,74,Steve Swisher,205
0.00,0.343478261,True,False,True,True,True,True,0,0,0,1,230,230,0,Right,79,Ben Callahan,230
0.24,0.438709677,False,False,False,True,True,True,16,10,0,1,155,155,0.248,Right,68,Dick Howser,155
0.24,0.43125,False,False,False,True,True,False,3,0,0,1,160,160,0.242,Both,69,Manny Castillo,160
0.22,0.429411765,False,False,False,True,True,False,2,0,0,1,170,170,0.24,Both,73,Mike Ramsey,170
0.26,0.370558376,False,False,False,True,True,False,86,80,80,1,195,195,0.268,Left,73,Willie Crawford,197
0.00,0.377659574,True,False,True,True,True,True,0,0,0,1,185,185,0,Right,71,Bobby Cuellar,188
0.24,0.389189189,False,False,False,True,True,True,18,10,0,1,185,185,0.242,Right,72,Willie Norwood,185
0.00,0.362790698,True,False,True,True,True,False,0,0,0,1,215,215,0,Left,78,Mike Jones,215
0.28,0.411428571,False,False,False,True,True,False,11,10,0,1,175,175,0.277,Left,72,Jeff Stone,175
0.00,0.48,True,False,True,True,True,True,0,0,0,1,150,150,0,Right,72,Ramon Manon,150
0.21,0.368686869,False,False,False,True,True,False,65,60,60,1,195,195,0.223,Left,73,Joe Lahoud,198
0.24,0.405714286,False,False,False,True,True,False,9,0,0,1,175,175,0.255,Left,71,Tim Flannery,175
0.22,0.374358974,False,False,False,True,True,False,21,20,20,1,195,195,0.229,Both,73,Dave McKay,195
0.00,0.365853659,True,False,True,True,True,True,0,0,0,1,205,205,0,Right,75,John Trautwein,205
0.00,0.375609756,True,False,True,True,True,True,0,0,0,1,205,205,0,Right,77,Andy Replogle,205
0.00,0.416666667,True,False,True,True,True,False,0,0,0,1,180,180,0,Left,75,Zach Crouch,180
0.24,0.394594595,False,False,False,True,True,True,38,30,20,1,185,185,0.251,Right,73,Benny Ayala,185
0.00,0.389743590,True,False,True,True,True,True,0,0,0,1,195,195,0,Right,76,Ron Romanick,195
0.28,0.4375,False,False,False,True,True,False,7,0,0,1,160,160,0.287,Left,70,Greg Gross,160
0.00,0.340909091,True,False,True,True,True,False,0,0,0,1,220,220,0,Left,75,Bruce Tanner,220
0.22,0.378947368,False,False,False,True,True,True,8,0,0,1,190,190,0.227,Right,72,Sal Butera,190
0.24,0.424242424,False,False,False,True,True,False,30,30,20,1,165,165,0.245,Left,70,Jack Brohamer,165
0.26,0.411764706,False,False,False,True,True,False,30,30,20,1,170,170,0.273,Left,70,Von Joshua,170
0.24,0.410404624,False,False,False,True,True,False,42,40,40,1,170,170,0.253,Left,71,Eddie Milner,173
0.24,0.405555556,False,False,False,True,True,True,18,10,0,1,180,180,0.244,Right,73,Johnny Jeter,180
0.21,0.4,False,False,False,True,True,True,2,0,0,1,180,180,0.212,Right,72,Angel Salazar,180
0.29,0.417142857,False,True,False,True,True,False,220,220,220,1,175,175,0.304,Left,73,Tony Oliva,175
0.24,0.394736842,False,False,False,True,True,True,91,90,80,1,190,190,0.256,Right,75,Cito Gaston,190
0.26,0.4375,False,False,False,True,True,True,54,50,40,1,160,160,0.263,Right,70,Cookie Rojas,160
0.19,0.417647059,False,False,False,True,True,True,6,0,0,1,170,170,0.195,Right,71,Rich Morales,170
0.00,0.4,True,False,True,True,True,True,0,0,0,1,190,190,0,Right,76,Dave Ford,190
0.26,0.394594595,False,False,False,True,True,True,121,120,120,1,185,185,0.27,Right,73,Dan Ford,185
0.00,0.4,True,False,True,True,True,False,0,0,0,1,175,175,0,Both,70,Barry Raziano,175
0.24,0.352040816,False,False,False,True,True,True,44,40,40,1,195,195,0.243,Right,69,Darryl Motley,196
0.24,0.405555556,False,False,False,True,True,True,98,90,80,1,180,180,0.243,Right,73,Ozzie Virgil,180
0.24,0.377659574,False,False,False,True,True,False,14,10,0,1,185,185,0.25,Left,71,Johnny Oates,188
0.00,0.411428571,True,False,True,True,True,False,0,0,0,1,175,175,0,Left,72,Pat Underwood,175
0.22,0.423529412,False,False,False,True,True,False,11,10,0,1,170,170,0.24,Left,72,Mike Phillips,170
0.28,0.378947368,False,False,False,True,True,True,342,340,340,1,190,190,0.277,Right,72,Ron Santo,190
0.26,0.417142857,False,False,False,True,True,False,102,100,100,1,175,175,0.267,Left,73,Jay Johnstone,175
0.28,0.383783784,False,False,False,True,True,True,170,170,160,1,185,185,0.278,Right,71,Jim Ray Hart,185
0.21,0.365853659,False,False,False,True,True,True,34,30,20,1,205,205,0.223,Right,75,Marc Hill,205
0.00,0.389189189,True,False,True,True,True,False,0,0,0,1,185,185,0,Left,72,Joel McKeon,185
0.00,0.428571429,True,False,True,True,True,True,0,0,0,1,175,175,0,Right,75,Danny Fife,175
0.24,0.4375,False,False,False,True,True,True,31,30,20,1,160,160,0.249,Right,70,Chico Salmon,160
0.15,0.394594595,False,False,False,True,True,True,1,0,0,1,185,185,0.156,Right,73,Joe Niekro,185
0.22,0.384210526,False,False,False,True,True,True,49,40,40,1,190,190,0.235,Right,73,Andy Etchebarren,190
0.24,0.411428571,False,False,False,True,True,True,58,50,40,1,175,175,0.255,Right,72,Ken Berry,175
0.26,0.477419355,False,False,False,True,True,True,101,100,100,1,155,155,0.267,Right,74,Dave Concepcion,155
0.26,0.383783784,False,False,False,True,True,True,7,0,0,1,185,185,0.264,Right,71,Junior Moore,185
0.22,0.423529412,False,False,False,True,True,True,4,0,0,1,170,170,0.226,Right,72,Mike Richardt,170
0.26,0.389189189,False,False,False,True,True,True,38,30,20,1,185,185,0.269,Right,72,Chris Brown,185
0.28,0.4,False,False,False,True,True,False,54,50,40,1,170,170,0.281,Left,68,Al Bumbry,170
0.12,0.405714286,False,False,False,True,True,True,2,0,0,1,175,175,0.127,Right,71,Al Downing,175
0.22,0.378947368,True,False,False,True,True,False,0,0,0,1,190,190,0.229,Both,72,Bob Didier,190
0.22,0.4,False,False,False,True,True,False,25,20,20,1,180,180,0.233,Left,72,Jake Gibbs,180
0.24,0.411428571,False,False,False,True,True,False,12,10,0,1,175,175,0.247,Left,72,Garry Hancock,175
0.26,0.365853659,False,False,False,True,True,False,118,110,100,1,205,205,0.261,Left,75,Ed Kranepool,205
0.22,0.384615385,False,False,False,True,True,True,9,0,0,1,195,195,0.238,Right,75,Rick Rhoden,195
0.12,0.394594595,False,False,False,True,True,True,1,0,0,1,185,185,0.133,Right,73,Denny McLain,185
0.24,0.417647059,False,False,False,True,True,False,20,20,20,1,170,170,0.243,Left,71,Chuck Hiller,170
0.28,0.411764706,False,False,False,True,True,False,130,130,120,1,170,170,0.278,Left,70,Jorge Orta,170
0.28,0.417647059,False,False,False,True,True,True,21,20,20,1,170,170,0.283,Right,71,Dave Cash,170
0.24,0.405882353,False,False,False,True,True,True,40,40,40,1,170,170,0.247,Right,69,Bucky Dent,170
0.00,0.365853659,True,False,True,True,True,True,0,0,0,1,205,205,0,Right,75,Andy Beene,205
0.00,0.384210526,True,False,True,True,True,False,0,0,0,1,190,190,0,Left,73,Bruce Robbins,190
0.28,0.405882353,False,False,False,True,True,False,103,100,100,1,170,170,0.286,Left,69,Tony Gonzalez,170
0.00,0.394444444,True,False,True,True,True,True,0,0,0,1,180,180,0,Right,71,Leon Hooten,180
0.21,0.379487179,False,False,False,True,True,True,12,10,0,1,195,195,0.215,Right,74,Larry Haney,195
0.24,0.4,False,False,False,True,True,True,40,40,40,1,180,180,0.256,Right,72,Billy Conigliaro,180
0.24,0.365853659,False,False,False,True,True,True,121,120,120,1,205,205,0.247,Right,75,Gary Roenicke,205
0.22,0.379487179,False,False,False,True,True,True,122,120,120,1,195,195,0.238,Right,74,Don Lock,195
0.22,0.423529412,False,False,False,True,True,True,40,40,40,1,170,170,0.236,Right,72,Billy Cowan,170
0.22,0.4,False,False,False,True,True,False,17,10,0,1,185,185,0.23,Both,74,Billy Smith,185
0.00,0.388888889,True,False,True,True,True,True,0,0,0,1,180,180,0,Right,70,Allan Ramirez,180
0.28,0.422857143,False,False,False,True,True,True,379,370,360,1,175,175,0.279,Right,74,Tony Perez,175
0.22,0.4375,False,False,False,True,True,True,23,20,20,1,160,160,0.239,Right,70,Chuck Schilling,160
0.28,0.394444444,False,False,False,True,True,True,191,190,180,1,180,180,0.29,Right,71,Hal McRae,180
0.22,0.348837209,False,False,False,True,True,True,49,40,40,1,215,215,0.239,Right,75,Dave Roberts,215
0.00,0.417142857,True,False,True,True,True,True,0,0,0,1,175,175,0,Right,73,Brian Allard,175
0.24,0.4,False,False,False,True,True,False,74,70,60,1,180,180,0.251,Both,72,Jim Lefebvre,180
0.00,0.411111111,True,False,True,True,True,True,0,0,0,1,180,180,0,Right,74,Fernando Arroyo,180
0.00,0.370731707,True,False,True,True,True,True,0,0,0,1,205,205,0,Right,76,Gary Beare,205
0.24,0.348837209,False,False,False,True,True,True,65,60,60,1,215,215,0.246,Right,75,Charlie Spikes,215
0.00,0.424242424,True,False,True,True,True,False,0,0,0,1,165,165,0,Left,70,Brian Dubois,165
0.22,0.4,False,False,False,True,True,False,24,20,20,1,180,180,0.23,Left,72,Steve Whitaker,180
0.26,0.394594595,False,False,False,True,True,False,26,20,20,1,185,185,0.272,Left,73,Manny Jimenez,185
0.00,0.389743590,True,False,True,True,True,True,0,0,0,1,195,195,0,Right,76,Chris Batton,195
0.21,0.385026738,False,False,False,True,True,True,30,30,20,1,185,185,0.221,Right,72,Duffy Dyer,187
0.24,0.411111111,False,False,False,True,True,False,122,120,120,1,180,180,0.257,Both,74,Ken Henderson,180
0.00,0.375609756,True,False,True,True,True,False,0,0,0,1,205,205,0,Left,77,Vance Lovelace,205
0.00,0.390109890,True,False,True,True,True,True,0,0,0,1,180,180,0,Right,71,Greg Thayer,182
0.22,0.429411765,False,False,False,True,True,True,14,10,0,1,170,170,0.232,Right,73,Vern Fuller,170
0.00,0.385,True,False,True,True,True,True,0,0,0,1,200,200,0,Right,77,Paul Hartzell,200
0.22,0.352380952,False,False,False,True,True,False,121,120,120,1,210,210,0.233,Left,74,Wayne Gross,210
0.22,0.389189189,False,False,False,True,True,True,2,0,0,1,185,185,0.229,Right,72,Mike Champion,185
0.00,0.369230769,True,False,True,True,True,False,0,0,0,1,195,195,0,Left,72,Ralph Botting,195
0.22,0.422222222,False,False,False,True,True,True,50,50,40,1,180,180,0.225,Right,76,Paul Casanova,180
0.14,0.422857143,True,False,False,True,True,True,0,0,0,1,175,175,0.138,Right,74,Steve Rogers,175
0.00,0.411111111,True,False,True,True,True,True,0,0,0,1,180,180,0,Right,74,Keith Creel,180
0.24,0.4,False,False,False,True,True,False,42,40,40,1,180,180,0.25,Left,72,Terry Crowley,180
0.24,0.405882353,False,False,False,True,True,False,27,20,20,1,170,170,0.256,Both,69,Horace Clarke,170
0.24,0.394594595,False,False,False,True,True,True,65,60,60,1,185,185,0.247,Right,73,Lou Clinton,185
0.21,0.393258427,False,False,False,True,True,True,12,10,0,1,175,175,0.221,Right,70,Larry Cox,178
0.24,0.389473684,False,False,False,True,True,True,173,170,160,1,190,190,0.243,Right,74,Nate Colbert,190
0.21,0.389473684,False,False,False,True,True,True,43,40,40,1,190,190,0.215,Right,74,Phil Roof,190
0.26,0.405555556,False,False,False,True,True,True,113,110,100,1,180,180,0.264,Right,73,Chuck Hinton,180
0.21,0.394594595,False,False,False,True,True,True,9,0,0,1,185,185,0.22,Right,73,Tim Cullen,185
0.22,0.406593407,False,False,False,True,True,False,14,10,0,1,180,180,0.235,Left,74,Tim Harkness,182
0.24,0.383783784,False,False,False,True,True,True,17,10,0,1,185,185,0.25,Right,71,Rick Bosetti,185
0.26,0.389189189,False,False,False,True,True,True,12,10,0,1,185,185,0.269,Right,72,Ron Pruitt,185
0.26,0.405555556,False,False,False,True,True,True,348,340,340,1,180,180,0.274,Right,73,George Foster,180
0.24,0.426829268,False,False,False,True,True,False,21,20,20,1,160,160,0.253,Both,70,Jerry White,164
0.24,0.393258427,False,False,False,True,True,True,22,20,20,1,175,175,0.245,Right,70,Angel Mangual,178
0.21,0.378947368,False,False,False,True,True,True,24,20,20,1,190,190,0.221,Right,72,Ken Gerhart,190
0.24,0.4,False,False,False,True,True,True,26,20,20,1,175,175,0.252,Right,70,Mike Hershberger,175
0.19,0.377777778,False,False,False,True,True,False,5,0,0,1,180,180,0.196,Left,68,Jim French,180
0.19,0.384615385,False,False,False,True,True,False,7,0,0,1,195,195,0.194,Left,75,Dave Roberts,195
0.19,0.4,False,False,False,True,True,False,12,10,0,1,185,185,0.203,Left,74,Jim Mason,185
0.00,0.416666667,True,False,True,True,True,True,0,0,0,1,180,180,0,Right,75,Mike Smith,180
0.24,0.395604396,False,False,False,True,True,False,46,40,40,1,180,180,0.248,Left,72,Willie Smith,182
0.00,0.4,True,False,True,True,True,True,0,0,0,1,190,190,0,Right,76,T.R. Bryden,190
0.21,0.441176471,False,False,False,True,True,True,1,0,0,1,170,170,0.215,Right,75,Jose Arcia,170
0.28,0.394594595,False,False,False,True,True,False,147,140,140,1,185,185,0.277,Left,73,Leon Durham,185
0.00,0.383783784,True,False,True,True,True,True,0,0,0,1,185,185,0,Right,71,Tom Makowski,185
0.22,0.4,False,False,False,True,True,False,29,20,20,1,180,180,0.236,Both,72,Paul Householder,180
0.22,0.388888889,False,False,False,True,True,True,124,120,120,1,180,180,0.237,Right,70,Aurelio Rodriguez,180
0.22,0.436363636,False,False,False,True,True,False,8,0,0,1,165,165,0.237,Both,72,Jimmy Stewart,165
0.22,0.4,False,False,False,True,True,False,12,10,0,1,180,180,0.229,Left,72,Dick Phillips,180
0.22,0.429411765,False,False,False,True,True,True,42,40,40,1,170,170,0.234,Right,73,Andres Thomas,170
0.21,0.422857143,True,False,False,True,True,False,0,0,0,1,175,175,0.22,Left,74,Ed Crosby,175
0.24,0.405714286,False,False,False,True,True,True,25,20,20,1,175,175,0.251,Right,71,Mike de la Hoz,175
0.24,0.464516129,False,False,False,True,True,True,2,0,0,1,155,155,0.255,Right,72,Frank Taveras,155
0.22,0.404494382,False,False,False,True,True,True,3,0,0,1,175,175,0.228,Right,72,Joe Nossek,178
0.22,0.411428571,False,False,False,True,True,False,36,30,20,1,175,175,0.232,Left,72,Larry Stahl,175
0.28,0.423529412,False,False,False,True,True,False,165,160,160,1,170,170,0.284,Left,72,Jose Cruz,170
